Freq (GHz),Real (V),Imag (V)
7.9183,-0.0677069698176,-0.0227023020265
7.9183125,-0.0677489833105,-0.0224671330491
7.918325,-0.0680036383961,-0.021929294507
7.9183375,-0.068263581311,-0.0216366043346
7.91835,-0.0682958864468,-0.0211918877939
7.9183625,-0.0684046395681,-0.0208150679205
7.918375,-0.0684778306189,-0.0204473297122
7.9183875,-0.068598339212,-0.0200695845549
7.9184,-0.0687410958033,-0.0197643614485
7.9184125,-0.0689070571004,-0.0193321453376
7.918425,-0.0689877116617,-0.0188401892495
7.9184375,-0.0689592689477,-0.0184653334418
7.91845,-0.0691487657971,-0.0179816327638
7.9184625,-0.0692082605743,-0.0177198164188
7.918475,-0.0693960211699,-0.0174684978025
7.9184875,-0.0692624177803,-0.0170428222353
7.9185,-0.069564497546,-0.0166031032794
7.9185125,-0.0695358555979,-0.0162244726814
7.918525,-0.0698160624552,-0.0157567087144
7.9185375,-0.0697548669821,-0.0154583732156
7.91855,-0.0696984737312,-0.0151366682325
7.9185625,-0.069941335148,-0.0147100609271
7.918575,-0.0700554287009,-0.0142663908936
7.9185875,-0.0701040666504,-0.0139077690317
7.9186,-0.0701207210064,-0.0134162591268
7.9186125,-0.0702084718032,-0.0130372903109
7.918625,-0.0703179847231,-0.0126964622568
7.9186375,-0.070376977324,-0.0122077295806
7.91865,-0.0704457400761,-0.0117764418474
7.9186625,-0.0705500622223,-0.0115574929513
7.918675,-0.0706596905527,-0.0110308371046
7.9186875,-0.0706672756796,-0.0106499301279
7.9187,-0.0707262683398,-0.0103146148648
7.9187125,-0.0707565747184,-0.00984794486905
7.918725,-0.0707998755003,-0.00956340476896
7.9187375,-0.0709559266228,-0.00918731807391
7.91875,-0.0708240149112,-0.0086775843395
7.9187625,-0.0709144060312,-0.00830575247568
7.918775,-0.0708939381186,-0.00798477678925
7.9187875,-0.0710133537731,-0.0075770109931
7.9188,-0.0710742439528,-0.00708333708265
7.9188125,-0.0712266997862,-0.00676356298278
7.918825,-0.0711832244539,-0.00630879063914
7.9188375,-0.0712930957712,-0.00594693889216
7.91885,-0.0712163449908,-0.00554796875953
7.9188625,-0.0712056271209,-0.00513122456475
7.918875,-0.0712318894532,-0.00475840407827
7.9188875,-0.0711645790814,-0.00433887975188
7.9189,-0.0711986128044,-0.00379847424604
7.9189125,-0.0712659955055,-0.00346229947238
7.918925,-0.0714044975889,-0.00314322023907
7.9189375,-0.0714184471435,-0.00262205453718
7.91895,-0.0712987519804,-0.00230114357579
7.9189625,-0.0712758279887,-0.00194361487137
7.918975,-0.0713918075185,-0.00151276649234
7.9189875,-0.0714211622533,-0.00120215942356
7.919,-0.0714784429163,-0.000760928227402
7.9190125,-0.0714965410816,-0.000357984873756
7.919025,-0.0714099829453,6.70512101883e-05
7.9190375,-0.0715056392934,0.000480953483641
7.91905,-0.0713914729413,0.000899456659241
7.9190625,-0.0714217725635,0.00133119299809
7.919075,-0.0714736410208,0.0016349207303
7.9190875,-0.0713226577311,0.00228405252272
7.9191,-0.0712330862002,0.00244787450881
7.9191125,-0.0714193235417,0.00298843294242
7.919125,-0.0713360386401,0.00321802710647
7.9191375,-0.0712399273604,0.00375792469862
7.91915,-0.0712096870283,0.00400257771994
7.9191625,-0.0711778078359,0.00445340882801
7.919175,-0.0713283682833,0.0049728172135
7.9191875,-0.0711017820785,0.00524444890265
7.9192,-0.0711451920504,0.0057732140765
7.9192125,-0.0710147690167,0.00614015819152
7.919225,-0.0711288332309,0.00654291124321
7.9192375,-0.071072252764,0.00690639395799
7.91925,-0.0708906453941,0.00748274692353
7.9192625,-0.0709852062523,0.00773391596007
7.919275,-0.0709265021325,0.00822321870311
7.9192875,-0.0707680526207,0.00852784661413
7.9193,-0.0708460693164,0.00903234369807
7.9193125,-0.0707540788656,0.00928677565044
7.919325,-0.0707512755996,0.00972928585438
7.9193375,-0.0706724084538,0.0101466511675
7.91935,-0.0704844020737,0.0105769500651
7.9193625,-0.0705974070426,0.0108230648461
7.919375,-0.0705461424236,0.0113027591336
7.9193875,-0.0704699391191,0.0117347641253
7.9194,-0.0702764842235,0.0120511556387
7.9194125,-0.0701935467672,0.0124755248055
7.919425,-0.0701321395166,0.0129245180213
7.9194375,-0.0701702559945,0.0133424936768
7.91945,-0.0701987921303,0.0136541039175
7.9194625,-0.0699758772926,0.0139769151315
7.919475,-0.0698633538459,0.0144635929268
7.9194875,-0.0698427932746,0.0147775901389
7.9195,-0.0697417660402,0.0152146969375
7.9195125,-0.069646684547,0.0156653559809
7.919525,-0.0694672554199,0.0161500117727
7.9195375,-0.0694569542168,0.0163930173293
7.91955,-0.0693875545568,0.0167372506247
7.9195625,-0.0693710265765,0.0172536835564
7.919575,-0.0692033913548,0.0176475676374
7.9195875,-0.0690359833141,0.0179080221391
7.9196,-0.0689606879708,0.0183918576336
7.9196125,-0.0689403217857,0.01869441616
7.919625,-0.0687475095084,0.0190477360246
7.9196375,-0.0685757353822,0.0195066686733
7.91965,-0.0685733188995,0.020008591713
7.9196625,-0.068433982424,0.0201406091963
7.919675,-0.068409995322,0.0206440154808
7.9196875,-0.0681525130386,0.0211157821373
7.9197,-0.0679732926044,0.0213425965862
7.9197125,-0.0679193378119,0.0218353994182
7.919725,-0.0678387950284,0.0222941015783
7.9197375,-0.0675733616062,0.0225566430325
7.91975,-0.0675925140677,0.0229671823563
7.9197625,-0.0674151268164,0.0234194494498
7.919775,-0.0671382262061,0.02372124126
7.9197875,-0.0670536174438,0.02415371682
7.9198,-0.0670254884994,0.024548956814
7.9198125,-0.0668533872254,0.0248372976646
7.919825,-0.0667164795049,0.025200205995
7.9198375,-0.066765600497,0.025629709821
7.91985,-0.0664215265852,0.0259067145802
7.9198625,-0.0663319483136,0.0263016256856
7.919875,-0.0659619545592,0.0267399662708
7.9198875,-0.0659243090294,0.0272043073189
7.9199,-0.0658627913989,0.0275527276077
7.9199125,-0.0657124381909,0.0278388196928
7.919925,-0.0655702189969,0.0282400836445
7.9199375,-0.0652866939049,0.0285231429413
7.91995,-0.0650603078511,0.0288568197597
7.9199625,-0.0649983159854,0.0292595156512
7.919975,-0.0648400607386,0.0296317648542
7.9199875,-0.0647135279772,0.0301105879238
7.92,-0.0646235443656,0.0302720483322
7.9200125,-0.0643664994857,0.0306752489818
7.920025,-0.0642328569096,0.0310936517269
7.9200375,-0.0640301700451,0.03151470977
7.92005,-0.0638015286945,0.0317984264681
7.9200625,-0.0636331333841,0.03205317424
7.920075,-0.0634445762002,0.032562724021
7.9200875,-0.0633376939969,0.0328566337807
7.9201,-0.0630541592718,0.0332820622503
7.9201125,-0.0630942305266,0.0335862078693
7.920125,-0.0627561923124,0.0338528027879
7.9201375,-0.0625094941665,0.0343419683878
7.92015,-0.0622658135158,0.0346356898092
7.9201625,-0.0621684862188,0.0349414572938
7.920175,-0.0619079597854,0.0353042727972
7.9201875,-0.0617317521755,0.0357706134014
7.9202,-0.0615549972083,0.036046369832
7.9202125,-0.0613244019984,0.0363916710413
7.920225,-0.0610406158095,0.0367515924947
7.9202375,-0.0608342068399,0.0370539300774
7.92025,-0.0607493200334,0.0374083937151
7.9202625,-0.0605309240384,0.0377669578592
7.920275,-0.0602259135291,0.0380996997124
7.9202875,-0.0598503947502,0.038528481602
7.9203,-0.059799539929,0.0387570768094
7.9203125,-0.0595951376469,0.0391070046126
7.920325,-0.0593907877876,0.0394692009364
7.9203375,-0.0591219423355,0.0397836156776
7.92035,-0.0590521110207,0.0399695964999
7.9203625,-0.0586894551635,0.0402611183647
7.920375,-0.0584892730187,0.0407595168018
7.9203875,-0.0582789928475,0.0412203616397
7.9204,-0.0580881263868,0.0412980328844
7.9204125,-0.0577212805646,0.0417328418526
7.920425,-0.0575188345593,0.042170554985
7.9204375,-0.0573702375166,0.0424054637177
7.92045,-0.0571309087685,0.0426393825827
7.9204625,-0.056948525028,0.0430211472161
7.920475,-0.0567153801809,0.0433673694915
7.9204875,-0.0563271326149,0.0436562244487
7.9205,-0.0561267678284,0.0438705930667
7.9205125,-0.0558633184676,0.0443566144803
7.920525,-0.0556205844399,0.0445834036016
7.9205375,-0.0553571880049,0.0450890155913
7.92055,-0.0551427574019,0.0451037889877
7.9205625,-0.0548140792855,0.0454582412801
7.920575,-0.0546197354764,0.0459439679158
7.9205875,-0.0541906193758,0.0461760391524
7.9206,-0.0540074528929,0.0465047410409
7.9206125,-0.0538599060606,0.0468433212454
7.920625,-0.0534952018028,0.0470003449548
7.9206375,-0.0532583741626,0.0473401769354
7.92065,-0.0529673585158,0.0476110130955
7.9206625,-0.0527298744942,0.0479210008332
7.920675,-0.0524370044995,0.0483306024842
7.9206875,-0.0522320470752,0.048639868266
7.9207,-0.0518698824469,0.0487876903766
7.9207125,-0.0516755822927,0.0492046119585
7.920725,-0.0513562318446,0.049399930051
7.9207375,-0.0510935420884,0.0497544549627
7.92075,-0.0507125218526,0.0499676847625
7.9207625,-0.050534316731,0.0503855302143
7.920775,-0.0501178422222,0.0505037324381
7.9207875,-0.049897541157,0.0508113079104
7.9208,-0.0496687328374,0.0511187575324
7.9208125,-0.0494522748886,0.0514855468275
7.920825,-0.0490280326188,0.0517237865318
7.9208375,-0.0488081171595,0.052013508006
7.92085,-0.0484664701389,0.0522806495657
7.9208625,-0.0482085668838,0.052462471998
7.920875,-0.0478617418483,0.0527343627864
7.9208875,-0.0474056952167,0.0530665936848
7.9209,-0.047296086565,0.0532797154381
7.9209125,-0.0470009143846,0.0535573171293
7.920925,-0.0466913910866,0.0538496067087
7.9209375,-0.046274310286,0.0541517545636
7.92095,-0.045949228416,0.054358522358
7.9209625,-0.0458597546764,0.0547089393175
7.920975,-0.0455260379985,0.0549496793084
7.9209875,-0.0451232405149,0.0551781513575
7.921,-0.0448015853644,0.0553638191926
7.9210125,-0.0444950239833,0.0556294707694
7.921025,-0.0442730186625,0.0559271760411
7.9210375,-0.043906845712,0.0559993557003
7.92105,-0.0435817940742,0.056408565343
7.9210625,-0.043283727318,0.056639302908
7.921075,-0.0429857179549,0.0569163989822
7.9210875,-0.0426748267662,0.0571379798604
7.9211,-0.0422690484769,0.0573588895766
7.9211125,-0.0419367982796,0.0576114758822
7.921125,-0.0416006483944,0.0577804129435
7.9211375,-0.0413430115085,0.0579785313425
7.92115,-0.040987587355,0.0582577595668
7.9211625,-0.0406425716999,0.0584876873545
7.921175,-0.0403134345803,0.0587214269589
7.9211875,-0.0400098045892,0.0589077444008
7.9212,-0.0396388334937,0.0592030007711
7.9212125,-0.0393786561333,0.0593246560633
7.921225,-0.0390105735438,0.0595435036463
7.9212375,-0.0386466431138,0.0598740625466
7.92125,-0.0383449890158,0.0600996894608
7.9212625,-0.0379826498773,0.0603597224357
7.921275,-0.0376733033679,0.0605584741053
7.9212875,-0.03730124992,0.0606692128267
7.9213,-0.036970119304,0.0609058035937
7.9213125,-0.0366230698308,0.0610877909232
7.921325,-0.0362936817408,0.0613456982179
7.9213375,-0.0359625008288,0.0614515504672
7.92135,-0.0355842959773,0.0618664916815
7.9213625,-0.0352743671211,0.0618178804404
7.921375,-0.0349600597337,0.0621728942295
7.9213875,-0.0344260177946,0.0623384954905
7.9214,-0.0341570841792,0.06238393001
7.9214125,-0.0337777696375,0.0626768366036
7.921425,-0.0334122681762,0.062875618724
7.9214375,-0.0330532894671,0.063046615955
7.92145,-0.0328435031172,0.0632027832341
7.9214625,-0.032356346449,0.0635253251571
7.921475,-0.032139168453,0.0637503651813
7.9214875,-0.0316397358256,0.0637297066406
7.9215,-0.0313728915394,0.0639336459601
7.9215125,-0.0310292193724,0.064093503001
7.921525,-0.0306507748911,0.0641975979244
7.9215375,-0.0301359347832,0.0645169989666
7.92155,-0.0299818418722,0.0647140900682
7.9215625,-0.0296557644103,0.0648093829919
7.921575,-0.0291179426187,0.0649760936222
7.9215875,-0.0287684455394,0.0652379440299
7.9216,-0.0285561695632,0.0653823575109
7.9216125,-0.0279749848976,0.0654811563667
7.921625,-0.027782731446,0.0656096776789
7.9216375,-0.0274317848971,0.0657565837469
7.92165,-0.0269591750054,0.0659980095077
7.9216625,-0.0266262730462,0.0662535902709
7.921675,-0.0262266751695,0.0661210599197
7.9216875,-0.0258305341655,0.066377607855
7.9217,-0.0254076822312,0.0665524118473
7.9217125,-0.0250610404452,0.0668365047562
7.921725,-0.0246873777976,0.0667863768327
7.9217375,-0.0243521081509,0.0669322421259
7.92175,-0.0240296485574,0.0670906458255
7.9217625,-0.0235543165957,0.0671557990698
7.921775,-0.0231335422764,0.0673017267526
7.9217875,-0.0228163944574,0.0674698973854
7.9218,-0.0223664532081,0.0675250658355
7.9218125,-0.0220218600283,0.0678621987067
7.921825,-0.0216997135266,0.0678700759354
7.9218375,-0.0212576880984,0.0679720670196
7.92185,-0.0208753789193,0.0680540557182
7.9218625,-0.020448273405,0.068086943862
7.921875,-0.0201415304731,0.0683553757143
7.9218875,-0.0196088684035,0.068369905105
7.9219,-0.0194110170496,0.0685646240918
7.9219125,-0.0188597307732,0.0686495168227
7.921925,-0.0185306645746,0.0685929900707
7.9219375,-0.0182440393545,0.0689104110806
7.92195,-0.0177961489612,0.0689174458884
7.9219625,-0.0173721941811,0.0690213366984
7.921975,-0.0170556586766,0.0692101988667
7.9219875,-0.0166712258678,0.0693326161385
7.922,-0.0161674095528,0.0692415140406
7.9220125,-0.0158980743458,0.0692746296142
7.922025,-0.0152848234948,0.0694377449742
7.9220375,-0.0150515416646,0.0696304861614
7.92205,-0.0146920679961,0.0697949298073
7.9220625,-0.0142865415476,0.0696836513579
7.922075,-0.0138765914434,0.0698168732386
7.9220875,-0.0134561174967,0.0699639448307
7.9221,-0.0129857682682,0.0700892464727
7.9221125,-0.0126848351121,0.0700679702208
7.922125,-0.0123497714054,0.0700639440125
7.9221375,-0.0118695018517,0.0701131421629
7.92215,-0.0115071823024,0.0702374167091
7.9221625,-0.0110463125861,0.0702970364075
7.922175,-0.0107460638003,0.070408267706
7.9221875,-0.0102676659348,0.0704764602156
7.9222,-0.0098355292838,0.0705151449664
7.9222125,-0.00940825082471,0.070529041222
7.922225,-0.00898760001486,0.0705398206554
7.9222375,-0.00863859717276,0.0706986147452
7.92225,-0.0083770679143,0.0707451602486
7.9222625,-0.00792955719652,0.0707209907455
7.922275,-0.00739904915574,0.0708976344727
7.9222875,-0.00721544596871,0.0707792438469
7.9223,-0.00677930909228,0.0710512891965
7.9223125,-0.00624259713394,0.0708188012411
7.922325,-0.00595848375726,0.0709626558033
7.9223375,-0.00560512699665,0.0709407524811
7.92235,-0.00524454792656,0.0708620179887
7.9223625,-0.00476864592437,0.0710011888433
7.922375,-0.00434266740463,0.0711082651083
7.9223875,-0.00383426558239,0.0710909530937
7.9224,-0.00356749444205,0.0710214356064
7.9224125,-0.00310819176049,0.0711929899537
7.922425,-0.0026098500581,0.0710615697171
7.9224375,-0.00230119205379,0.0711019419258
7.92245,-0.00193073508222,0.0710230211908
7.9224625,-0.00154164885895,0.0710348226093
7.922475,-0.00111426381826,0.0711385158263
7.9224875,-0.000774125962776,0.0710971309301
7.9225,-0.000278497952839,0.0711697981324
7.9225125,0.000185638489689,0.0711251543551
7.922525,0.000527011405358,0.071125794545
7.9225375,0.0011461942495,0.0712317375657
7.92255,0.00132220708263,0.0711394915343
7.9225625,0.00169354918944,0.0712043449935
7.922575,0.00206406873979,0.0710966388382
7.9225875,0.00248433809759,0.0710867995322
7.9226,0.0029232964738,0.0709993554468
7.9226125,0.00331359609362,0.0711032331951
7.922625,0.00360636028421,0.0710889530438
7.9226375,0.00411267307555,0.0710173360979
7.92265,0.00451763895965,0.0710231858109
7.9226625,0.00474670410965,0.0709822830589
7.922675,0.00533142260285,0.0708643692555
7.9226875,0.00574263833407,0.0709286513198
7.9227,0.00619391034406,0.0709776756596
7.9227125,0.00651591289256,0.0708440461963
7.922725,0.00690056320224,0.0707744505191
7.9227375,0.00741246481842,0.0707679292311
7.92275,0.00787790292187,0.070780739593
7.9227625,0.00810235657902,0.0706442271216
7.922775,0.00862617813733,0.070665623383
7.9227875,0.00884666018068,0.0705868129735
7.9228,0.00929151634611,0.0704183627673
7.9228125,0.00977008660365,0.0704479230006
7.922825,0.01012148553,0.0702821060015
7.9228375,0.0104421746387,0.0703796876883
7.92285,0.0109259047707,0.0702381334266
7.9228625,0.0113851140238,0.0701978773624
7.922875,0.0117915039235,0.0702163467398
7.9228875,0.0121627368467,0.070192831153
7.9229,0.0124338818541,0.0700325002914
7.9229125,0.0129427899043,0.0700194549689
7.922925,0.0133780608491,0.0698967853546
7.9229375,0.013680050529,0.0696768635305
7.92295,0.0140625606784,0.0697320454931
7.9229625,0.0144755000101,0.0695924550726
7.922975,0.0150119147336,0.0694891014247
7.9229875,0.015340685322,0.0695051745467
7.923,0.0156298525865,0.0693435916468
7.9230125,0.0161622531361,0.0693430220207
7.923025,0.0164798548719,0.0692395430849
7.9230375,0.016890540322,0.0690756816015
7.92305,0.0173261649386,0.0688252700625
7.9230625,0.0176453553082,0.068821602896
7.923075,0.0180199608474,0.0687461783482
7.9230875,0.0184282770737,0.068737592348
7.9231,0.0187837206451,0.0686346282329
7.9231125,0.0192463713456,0.0685590813344
7.923125,0.0195906360265,0.0683694564594
7.9231375,0.0200165396121,0.0682938731501
7.92315,0.020440255751,0.0681889608022
7.9231625,0.0206923112095,0.0679966436539
7.923175,0.0210652954573,0.0678944426709
7.9231875,0.0215360473228,0.0677837960558
7.9232,0.0217957370552,0.067800201583
7.9232125,0.0223194053704,0.0676419177572
7.923225,0.0226947646521,0.0673643342946
7.9232375,0.0230543538922,0.0673146737336
7.92325,0.0234605391637,0.0671639676671
7.9232625,0.0239536774816,0.0670975524531
7.923275,0.0242170754745,0.0669236188259
7.9232875,0.0245941112539,0.0667345244249
7.9233,0.0249503999217,0.0665307930145
7.9233125,0.0253828578282,0.0664529180399
7.923325,0.0255637776459,0.0663705754061
7.9233375,0.0260742894075,0.0660928052604
7.92335,0.0264870687001,0.0659835640965
7.9233625,0.0268398539423,0.0658680405674
7.923375,0.0272561732788,0.0657551819007
7.9233875,0.0275194523196,0.0654066827284
7.9234,0.0280876269862,0.0653439559974
7.9234125,0.0283965883446,0.0653716051419
7.923425,0.0286150212873,0.0649964577233
7.9234375,0.0291088718202,0.0647297377059
7.92345,0.029387166084,0.0647625142893
7.9234625,0.0297775821914,0.0644861495451
7.923475,0.0300591727508,0.0643932200459
7.9234875,0.0304592296176,0.0641994330834
7.9235,0.0308782213265,0.0640090030225
7.9235125,0.0311083488368,0.0637745611487
7.923525,0.0316106468062,0.0637258823396
7.9235375,0.0319688619597,0.0634504348586
7.92355,0.0323086219237,0.0633660403274
7.9235625,0.0326159845326,0.0629889785516
7.923575,0.0330978538256,0.0629352257103
7.9235875,0.0333391506328,0.0626915863132
7.9236,0.0337105764665,0.0625678305876
7.9236125,0.0341393859254,0.062393024616
7.923625,0.0343816201016,0.0621274835305
7.9236375,0.0348821904187,0.061875204292
7.92365,0.0351531708141,0.0619144219667
7.9236625,0.0353783804129,0.0615386988206
7.923675,0.0357509050673,0.0613055504297
7.9236875,0.0362135899366,0.0610843933563
7.9237,0.0365149539746,0.0609512197259
7.9237125,0.0368365979966,0.0606355736128
7.923725,0.0371665999984,0.0606803017715
7.9237375,0.037586192668,0.0602657604077
7.92375,0.0379177583152,0.0601199566878
7.9237625,0.0381502663053,0.0598206623089
7.923775,0.0385315679923,0.0598223111134
7.9237875,0.0389379742705,0.0594567912099
7.9238,0.0391347013189,0.0591633093732
7.9238125,0.03954876353,0.0590908772372
7.923825,0.0399205075171,0.0587825957759
7.9238375,0.0401980451501,0.0585074350263
7.92385,0.0405425012216,0.0583107313244
7.9238625,0.0409210862139,0.0579518310611
7.923875,0.0412042310195,0.0577584768414
7.9238875,0.0415857268297,0.0575134212561
7.9239,0.0418494390382,0.0572714706818
7.9239125,0.0422350689342,0.0570581804684
7.923925,0.0426332308899,0.0568745750729
7.9239375,0.0428296512285,0.0565495524759
7.92395,0.0431882335891,0.0562297591522
7.9239625,0.0434501740533,0.0560353349452
7.923975,0.0438480002934,0.055842223355
7.9239875,0.044048844852,0.0555255541855
7.924,0.0445868498537,0.0553352777454
7.9240125,0.0448261587747,0.055041971693
7.924025,0.0450800186711,0.0547457573827
7.9240375,0.0453689776724,0.0545306474386
7.92405,0.0456945806459,0.0543067728099
7.9240625,0.0460518186614,0.0540775003195
7.924075,0.0463193857679,0.0537849835342
7.9240875,0.0465729647874,0.0534379235892
7.9241,0.0469063723376,0.0532825490236
7.9241125,0.0472453289809,0.0529592352388
7.924125,0.0474808742278,0.0526544170589
7.9241375,0.0477366621595,0.0524182335125
7.92415,0.0480197914677,0.0521522026245
7.9241625,0.048396610116,0.0518933435495
7.924175,0.0487348452607,0.051676120653
7.9241875,0.0489998587798,0.051314570902
7.9242,0.0491895982047,0.0510548403108
7.9242125,0.0495870739783,0.0507207223003
7.924225,0.0497507672373,0.0505439206797
7.9242375,0.0500558336319,0.05009861221
7.92425,0.0504343992136,0.0498204470936
7.9242625,0.0507703239157,0.0494825861969
7.924275,0.0510165554239,0.0492807269951
7.9242875,0.0513385411224,0.049055487051
7.9243,0.051541912497,0.0487691931659
7.9243125,0.05184813148,0.0485121094966
7.924325,0.0520735473801,0.0481811616114
7.9243375,0.0522705081341,0.0479085553989
7.92435,0.0525425015253,0.0476341516273
7.9243625,0.0528801287027,0.0473079821044
7.924375,0.0531913430988,0.0468488987283
7.9243875,0.0534455673369,0.0466104629534
7.9244,0.0537405517086,0.0463187400335
7.9244125,0.0539338974351,0.0458993642222
7.924425,0.054185371749,0.0456959052303
7.9244375,0.0545098918519,0.0454195086406
7.92445,0.054726375882,0.045126349157
7.9244625,0.0549134447758,0.0447724525743
7.924475,0.0551627374525,0.0444759443095
7.9244875,0.0554889171186,0.0440736367582
7.9245,0.0558350859317,0.0437762069663
7.9245125,0.0559184709111,0.0435122643969
7.924525,0.0562071823418,0.0432548527198
7.9245375,0.0563370275987,0.0427020185245
7.92455,0.0566930104227,0.0425371078276
7.9245625,0.0568771726187,0.0421268650586
7.924575,0.0571581605625,0.0418367827381
7.9245875,0.0574907653828,0.04148370585
7.9246,0.0575447834785,0.0411778431121
7.9246125,0.0578808311846,0.0408636138434
7.924625,0.0581156346566,0.0404395783198
7.9246375,0.0583249855532,0.0400583374963
7.92465,0.0585602415674,0.0398327349136
7.9246625,0.058663378699,0.0394707044732
7.924675,0.0587802876909,0.0390937036567
7.9246875,0.0591738533575,0.0388703833845
7.9247,0.059415100017,0.0385016897784
7.9247125,0.0596199385789,0.0381450456275
7.924725,0.0597657943536,0.0377524799912
7.9247375,0.0600856217983,0.0374926905584
7.92475,0.0602924217407,0.0370996465476
7.9247625,0.0604393589881,0.0368363687938
7.924775,0.0606196763529,0.0364991942842
7.9247875,0.0608745246963,0.035876215885
7.9248,0.0610382548617,0.0356378336573
7.9248125,0.0613442604977,0.0352890850847
7.924825,0.0615788148511,0.0349720667945
7.9248375,0.0616154775096,0.0346548570106
7.92485,0.0618428051626,0.0344250959792
7.9248625,0.0620313494684,0.0337868884768
7.924875,0.0622175869215,0.0335572310274
7.9248875,0.0624534778593,0.0331866935588
7.9249,0.0626759399229,0.0328374704492
7.9249125,0.0628235227306,0.0324981517042
7.924925,0.0630315106857,0.032088757945
7.9249375,0.0633006329275,0.0317478933044
7.92495,0.0634794449373,0.031471547998
7.9249625,0.063433717354,0.030940888801
7.924975,0.0637959545207,0.030569149429
